Job ID,Dataset,Preserve order,Parallelism,Num cpus,Batch size map_batches(),Dataset size (bytes),Num records dataset,Num blocks dataset,Total time,Throughput (img/sec),Total time w/o metadata fetching,Throughput w/o metadata fetching (img/sec)
3000000,10kds,False,-1,3,32,6021160000,10000,120,46.591975688934326,214.62923286970675,44.057288646698,226.9771996227797
3000000,10kds,False,-1,3,64,6021160000,10000,120,46.95059823989868,212.98983133088143,44.49622631072998,224.7381593703501
3000000,10kds,False,-1,3,128,6021160000,10000,120,47.67017698287964,209.7747613479896,44.4282910823822,225.0818061279301
3000000,10kds,False,50,3,8,6021160000,10000,50,50.55593538284302,197.80071171215369,48.01943564414978,208.2490113816717
3000000,10kds,False,50,3,16,6021160000,10000,50,50.366267919540405,198.54558245163008,47.58479070663452,210.15118174315617
3000000,10kds,False,50,3,32,6021160000,10000,50,48.44878339767456,206.40353170313,46.01230335235596,217.3331755078932
3000000,10kds,False,50,3,64,6021160000,10000,50,52.37793731689453,190.9200803288314,49.924745082855225,200.3014734157176
3000000,10kds,False,50,3,128,6021160000,10000,50,51.7125883102417,193.37651289095305,49.15855932235718,203.42337403390965
3000000,10kds,False,100,3,8,6021160000,10000,100,47.97742652893066,208.43135456567148,45.5693154335022,219.44591233968987
3000000,10kds,False,100,3,16,6021160000,10000,100,47.05536890029907,212.51560095486664,44.700188398361206,223.7127036441444
3000000,10kds,False,100,3,32,6021160000,10000,100,49.82173228263855,200.7156223165832,46.9944703578949,212.7909927241054
3000000,10kds,False,100,3,64,6021160000,10000,100,47.49718475341797,210.53879407621912,45.04723358154297,221.98921454074068
3000000,10kds,False,100,3,128,6021160000,10000,100,46.81450414657593,213.6090124695129,44.40814995765686,225.183891009533
3000000,10kds,False,200,3,8,6021160000,10000,200,44.19632697105408,226.2631464046638,41.487282514572144,241.0377203300208
3000000,10kds,False,200,3,16,6021160000,10000,200,46.64776921272278,214.3725234619062,43.879268407821655,227.8980567100216
3000000,10kds,False,200,3,32,6021160000,10000,200,43.5616819858551,229.55954738494933,41.14119219779968,243.0653917835376
3000000,10kds,False,200,3,64,6021160000,10000,200,45.90418195724487,217.84507584328577,43.49966216087341,229.88684286828067
3000000,10kds,False,200,3,128,6021160000,10000,100,48.3391101360321,206.8718263918965,45.57575750350952,219.4148939648444
3000000,10kds,False,300,3,8,6021160000,10000,300,46.36683416366577,215.6713991880916,43.93697643280029,227.5987291773381
3000000,10kds,False,300,3,16,6021160000,10000,300,44.69326400756836,223.7473637706702,41.93694853782654,238.4532100846617
3000000,10kds,False,300,3,32,6021160000,10000,300,44.28506255149841,225.80977476030785,41.85258960723877,238.9338412233018
3000000,10kds,False,300,3,64,6021160000,10000,300,45.649091720581055,219.06240897869748,43.40034770965576,230.41290053478508
3000000,10kds,False,300,3,128,6021160000,10000,100,46.67858123779297,214.2310184848457,44.19771432876587,226.2560440482224
3000000,10kds,False,400,3,8,6021160000,10000,400,45.32088279724121,220.64883521220207,42.65481758117676,234.44010705165744
3000000,10kds,False,400,3,16,6021160000,10000,400,43.9567232131958,227.49648447402924,41.57279229164124,240.541937376928
3000000,10kds,False,400,3,32,6021160000,10000,400,44.85711431503296,222.93007815370552,42.17820358276367,237.08928191732065
3000000,10kds,False,400,3,64,6021160000,10000,200,46.02481460571289,217.2740962819378,43.604424715042114,229.33452431377503
03000000,10kds,False,400,3,128,6021160000,10000,80,49.88670086860657,200.45422579333055,47.45123529434204,210.74266956317518
