Job ID,Dataset,Preserve order,Parallelism,Num cpus,Memory,Batch size map_batches(),Concurrency,Dataset size (bytes),Num records dataset,Num blocks dataset,Total time w/o metadata fetching,Total time,Throughput w/o metadata fetching (img/sec),Throughput (img/sec)
3000000,10kds,False,50,6,10,32,10,1766600,10000,50,103.121342897415,105.576014995575,96.9731359098763,94.718483174603
3000000,10kds,False,50,6,10,64,10,1766600,10000,50,110.272629499435,113.145842075348,90.6843343211581,88.381506704777
3000000,10kds,False,50,6,10,128,10,1766600,10000,50,113.65355181694,116.144415855408,87.9866914859539,86.0997054946607
3000000,10kds,False,50,6,10,256,10,1766600,10000,50,118.371012210846,120.888292312622,84.4801426736785,82.7209964562953
3000000,10kds,False,100,6,10,8,10,1773200,10000,100,82.086770772934,84.8228275775909,121.822309561448,117.892792371872
3000000,10kds,False,100,6,10,16,10,1773200,10000,100,87.8787207603455,90.4320197105408,113.793190359143,110.580301446418
3000000,10kds,False,100,6,10,32,10,1773200,10000,100,102.132488965988,104.540956020355,97.9120366226478,95.6562899429856
3000000,10kds,False,100,6,10,64,10,1773200,10000,100,100.361791372299,103.132371902466,99.639512839147,96.9627655752666
3000000,10kds,False,100,6,10,128,10,1773200,10000,100,112.549429893494,114.9816634655,88.8498503232142,86.9703890046824
3000000,10kds,False,100,6,10,256,10,1766600,10000,50,118.714359760284,121.172591686249,84.2358078685058,82.5269135605593
3000000,10kds,False,200,6,10,8,10,1786400,10000,200,84.5054264068603,87.0066947937012,118.335596010769,114.933684398777
3000000,10kds,False,200,6,10,16,10,1786400,10000,200,91.2249445915222,93.8275713920593,109.619140299586,106.578480628204
3000000,10kds,False,200,6,10,32,10,1786400,10000,200,93.2905910015106,96.0499231815338,107.191946075656,104.11252470343
3000000,10kds,False,200,6,10,64,10,1786400,10000,200,107.163722753525,109.510788917542,93.3151606071009,91.3152037241711
3000000,10kds,False,200,6,10,128,10,1773200,10000,100,112.554175376892,114.938841819763,88.8461042561469,87.0027907161367
3000000,10kds,False,200,6,10,256,10,1765280,10000,40,120.40017080307,122.804821014404,83.0563605790583,81.430027888132
3000000,10kds,False,300,6,10,8,10,1799600,10000,300,89.1878428459168,91.6290447711945,112.122904657267,109.135700639146
3000000,10kds,False,300,6,10,16,10,1799600,10000,300,91.3047804832458,93.7152419090271,109.523290533895,106.706228317773
3000000,10kds,False,300,6,10,32,10,1799600,10000,300,100.483953952789,102.97646522522,99.518376881331,97.1095674932035
3000000,10kds,False,300,6,10,64,10,1799600,10000,300,99.3230195045471,101.706516027451,100.68159475903,98.3221173095832
3000000,10kds,False,300,6,10,128,10,1773200,10000,100,110.349425792694,112.705523729324,90.621223700668,88.7267958934842
3000000,10kds,False,300,6,10,256,10,1765676,10000,43,125.816745281219,128.215779066086,79.4806762617209,77.9935205544845
3000000,10kds,False,400,6,10,8,10,1812800,10000,400,87.9167466163635,90.3372132778168,113.74397239284,110.696352446103
3000000,10kds,False,400,6,10,16,10,1812800,10000,400,94.5212087631226,96.9097340106964,105.796361799189,103.188808658749
3000000,10kds,False,400,6,10,32,10,1812800,10000,400,101.154170274735,103.542510509491,98.8589988216998,96.5786897651412
3000000,10kds,False,400,6,10,64,10,1786400,10000,200,107.432951927185,109.875646591187,93.0813109070829,91.0119786344186
3000000,10kds,False,400,6,10,128,10,1770560,10000,80,117.543081521988,120.305847644806,85.0751900538644,83.1214790948837
3000000,10kds,False,400,6,10,256,10,1765280,10000,40,123.237892866135,125.674032688141,81.1438735881532,79.5709327225531
