Job ID,Dataset,Preserve order,Parallelism,Num cpus,Memory,Batch size map_batches(),Concurrency,Dataset size (bytes),Num records dataset,Num blocks dataset,Total time w/o metadata fetching,Total time,Throughput w/o metadata fetching (img/sec),Throughput (img/sec)
3000000,1kds,False,-1,2,3,8,30,191840,1000,120,14.2543795108795,19.2683279514313,70.1538779177838,51.8986391824268
3000000,1kds,False,-1,2,3,16,30,186560,1000,80,15.8936483860016,18.2704563140869,62.9182158629327,54.7331704698026
3000000,1kds,False,-1,2,3,32,30,180488,1000,34,18.7671332359314,21.1770751476288,53.2846432872021,47.2208741305794
3000000,1kds,False,-1,2,3,64,30,178112,1000,16,20.3056373596191,22.7892849445343,49.2474076183717,43.8802710323667
3000000,1kds,False,-1,2,3,128,30,177056,1000,8,28.5558531284332,30.9345903396606,35.0190903245785,32.3262725971166
3000000,1kds,False,50,2,3,8,30,182600,1000,50,13.9098975658417,16.3524832725525,71.8912555082853,61.1527914954967
3000000,1kds,False,50,2,3,16,30,182600,1000,50,14.8881356716156,17.3424932956696,67.1675770598001,57.661835755168
3000000,1kds,False,50,2,3,32,30,182600,1000,50,15.0583162307739,17.5470254421234,66.4084871558448,56.9897161942559
3000000,1kds,False,50,2,3,64,30,178244,1000,17,19.1380364894867,21.635312795639,52.2519643302666,46.2207322559056
3000000,1kds,False,50,2,3,128,30,177188,1000,9,26.1233968734741,28.6633036136627,38.279860955426,34.8878138221073
3000000,1kds,False,100,2,3,8,30,189200,1000,100,14.6321556568146,17.0929849147797,68.3426299893327,58.5035325887018
3000000,1kds,False,100,2,3,16,30,189200,1000,100,14.9920547008514,17.4358212947845,66.7019978217667,57.3531916330849
3000000,1kds,False,100,2,3,32,30,180488,1000,34,20.0940878391266,22.6049027442932,49.7658817860262,44.2381907726835
3000000,1kds,False,100,2,3,64,30,178244,1000,17,19.2155420780182,21.7139718532562,52.0412068491141,46.0532972391249
3000000,1kds,False,100,2,3,128,30,177188,1000,9,28.9046988487244,31.2804796695709,34.5964510903089,31.968819230505
3000000,1kds,False,200,2,3,8,30,202400,1000,200,13.5651166439056,16.0341026782989,73.7184962172269,62.3670697427572
3000000,1kds,False,200,2,3,16,30,184844,1000,67,16.6270048618317,19.1708443164825,60.1431230886065,52.1625434692111
3000000,1kds,False,200,2,3,32,30,180488,1000,34,19.9457302093506,22.4359548091888,50.1360436295884,44.5713145932368
3000000,1kds,False,200,2,3,64,30,178244,1000,17,19.3741354942322,21.9443411827087,51.615206278376,45.5698346864913
3000000,1kds,False,200,2,3,128,30,177056,1000,8,28.4536871910095,30.9881966114044,35.1448300280734,32.2703515967746
3000000,1kds,False,300,2,3,8,30,195800,1000,150,14.0202317237854,16.5171239376068,71.3254973028366,60.5432279722236
3000000,1kds,False,300,2,3,16,30,184580,1000,65,16.6905369758606,19.1652095317841,59.9141897858824,52.1778798369815
3000000,1kds,False,300,2,3,32,30,180356,1000,33,20.209130525589,23.0054304599762,49.4825840594077,43.4679977729499
3000000,1kds,False,300,2,3,64,30,178112,1000,16,20.200578212738,22.7529621124268,49.5035334864535,43.950321503583
3000000,1kds,False,300,2,3,128,30,177056,1000,8,33.6959648132324,36.1168692111969,29.677144000557,27.6878927171789
3000000,1kds,False,400,2,3,8,30,195800,1000,150,14.2612247467041,16.7661776542664,70.1202048043671,59.6438866759555
3000000,1kds,False,400,2,3,16,30,184580,1000,65,17.2421259880066,19.7644836902618,57.9974882851214,50.5958068863044
3000000,1kds,False,400,2,3,32,30,180356,1000,33,20.3869655132294,22.8746075630188,49.0509487226575,43.7165969840152
3000000,1kds,False,400,2,3,64,30,178112,1000,16,20.5451662540436,23.0896778106689,48.6732493490135,43.3093960080263
3000000,1kds,False,400,2,3,128,30,177056,1000,8,31.934478521347,34.407116651535,31.3141171017255,29.0637547495682
