Job ID,Dataset,Preserve order,Parallelism,Num cpus,Batch size map_batches(),Dataset size (bytes),Num records dataset,Num blocks dataset,Total time,Throughput (img/sec),Total time w/o metadata fetching,Throughput w/o metadata fetching (img/sec)
3000000,1kds,False,-1,2,8,602116000,1000,120,16.612001657485962,60.19744162193509,11.729260921478271,85.25686372692331
3000000,1kds,False,-1,2,16,602116000,1000,80,10.455556869506836,95.64292103048622,8.003756523132324,124.94133187457872
3000000,1kds,False,-1,2,32,602116000,1000,34,10.422472476959229,95.94652345791096,7.93283200263977,126.05838616867656
3000000,1kds,False,-1,2,64,602116000,1000,16,6.806000709533691,146.92916481763257,4.42845892906189,225.8121879458949
3000000,1kds,False,-1,2,128,602116000,1000,8,9.03585934638977,110.67016004399676,6.582254409790039,151.9236325038822
3000000,1kds,False,50,2,8,602116000,1000,50,7.421149492263794,134.7500142723784,4.992060661315918,200.31807861413245
3000000,1kds,False,50,2,16,602116000,1000,50,7.861014127731323,127.2100499695449,5.2802040576934814,189.3866201142279
3000000,1kds,False,50,2,32,602116000,1000,50,7.467672348022461,133.91053508993514,4.999607086181641,200.0157177878816
3000000,1kds,False,50,2,64,602116000,1000,17,8.950948476791382,111.72000404123284,6.471025466918945,154.5350122808481
3000000,1kds,False,50,2,128,602116000,1000,9,8.753768682479858,114.23651186961791,6.224738359451294,160.64932247018157
3000000,1kds,False,100,2,8,602116000,1000,100,8.861974239349365,112.84167308450884,6.0371739864349365,165.64041424794493
3000000,1kds,False,100,2,16,602116000,1000,100,11.007397890090942,90.84799241246816,8.52138876914978,117.35176355529369
3000000,1kds,False,100,2,32,602116000,1000,34,10.188029289245604,98.15440961242535,7.601362466812134,131.5553631820666
3000000,1kds,False,100,2,64,602116000,1000,17,7.6568603515625,130.60183339976086,5.120558023452759,195.2912154143908
3000000,1kds,False,100,2,128,602116000,1000,9,7.233007669448851,138.2550725369546,4.760071516036987,210.0808772790357
3000000,1kds,False,200,2,8,602116000,1000,200,10.312896251678469,96.96597110993392,7.858421325683594,127.25202156465076
3000000,1kds,False,200,2,16,602116000,1000,67,10.806481838226318,92.537054609452,8.312250137329102,120.30436806865882
3000000,1kds,False,200,2,32,602116000,1000,34,10.122454404830933,98.79026963290156,7.629742860794067,131.0660160172062
3000000,1kds,False,200,2,64,602116000,1000,17,7.68384838104248,130.14311975066957,5.218475818634033,191.62683410915105
3000000,1kds,False,200,2,128,602116000,1000,8,8.940300226211548,111.85306697734356,6.524065732955933,153.27865183033933
3000000,1kds,False,300,2,8,602116000,1000,150,9.939159631729126,100.61212789134257,7.503089427947998,133.27843278465195
3000000,1kds,False,300,2,16,602116000,1000,65,11.406049728393556,87.6727722403891,8.823566675186157,113.33285470740802
3000000,1kds,False,300,2,32,602116000,1000,33,10.998000383377075,90.92561967095853,8.26348328590393,121.01434291103688
3000000,1kds,False,300,2,64,602116000,1000,16,8.474478721618652,118.00135829581704,5.907773733139038,169.26850031351145
3000000,1kds,False,300,2,128,602116000,1000,8,7.791841983795166,128.33935827750588,5.385433197021484,185.6860838145888
3000000,1kds,False,400,2,8,602116000,1000,150,11.45483136177063,87.29940829486162,9.023550987243652,110.82111703182844
3000000,1kds,False,400,2,16,602116000,1000,65,12.96874475479126,77.10846492144533,10.36067795753479,96.51878034417152
3000000,1kds,False,400,2,32,602116000,1000,33,10.829946279525757,92.33656143710716,8.243272066116333,121.31105124025486
3000000,1kds,False,400,2,64,602116000,1000,16,7.987344264984131,125.19805918268963,5.478135585784912,182.5438571828848
03000000,1kds,False,400,2,128,602116000,1000,8,10.195475339889526,98.0827246070153,7.578542709350586,131.95148966649964
