Job ID,Dataset,Preserve order,Num cpus,Concurrency,Batch size map_batches(),Dataset size (bytes),Num records dataset,Num blocks dataset,Total time,Throughput (img/sec),Total time w/o metadata fetching,Throughput w/o metadata fetching (img/sec)
0b000000,10kds,False,3,10,8,1773068,10000,99,103.94607400894164,96.2037296294594,99.15174436569214,100.855512567867
0c000000,1kds,False,3,11,8,184712,1000,66,21.630651712417603,46.2306921351762,18.50179958343506,54.04879646925346
0c000000,10kds,False,3,11,8,1773068,10000,99,99.89076685905457,100.10935259021444,95.03246355056764,105.2271994893504
0d000000,1kds,False,3,12,8,185504,1000,72,18.5993013381958,53.76546042331091,15.429781198501589,64.80973301793234
0d000000,10kds,False,3,12,8,1773068,10000,99,102.56770539283752,97.49657518123942,97.9899353981018,102.05129699670884
0e000000,1kds,False,3,13,8,186296,1000,78,18.338420152664185,54.53032440500176,15.206739902496338,65.7603145981237
0e000000,10kds,False,3,13,8,1773068,10000,99,93.32883381843568,107.14802265133044,88.56371998786926,112.913052899875
0f000000,1kds,False,3,14,8,187088,1000,84,18.59784460067749,53.7696717803294,15.439685583114624,64.76815830327754
0f000000,10kds,False,3,14,8,1773068,10000,99,96.254079580307,103.89170042041458,91.43693161010742,109.36499972068836
10000000,1kds,False,3,15,8,187880,1000,90,18.581539630889893,53.81685370880695,15.468738794326782,64.64651147686027
10000000,10kds,False,3,15,8,1773068,10000,99,86.23580241203308,115.96111731204384,81.60662937164307,122.53906425247888
11000000,1kds,False,3,16,8,188672,1000,96,18.51395797729492,54.01330181403546,15.366286039352415,65.07753385815165
11000000,10kds,False,3,16,8,1773068,10000,99,90.06130576133728,111.03547650641474,85.22481083869934,117.3367227405936
12000000,1kds,False,3,17,8,189464,1000,102,17.383106231689453,57.52711780458415,14.19451379776001,70.44975363353458
12000000,10kds,False,3,17,8,1773464,10000,102,100.9561927318573,99.05286371644682,96.31602168083192,103.82488630123856
13000000,1kds,False,3,18,8,190256,1000,108,18.354721069335938,54.48189575981279,15.027779817581177,66.54342904532632
13000000,10kds,False,3,18,8,1774256,10000,108,91.48109006881714,109.31220859390118,86.7348370552063,115.2939273251306
14000000,1kds,False,3,19,8,191048,1000,114,18.25625824928284,54.77573697443084,15.075222253799438,66.33401373223323
14000000,10kds,False,3,19,8,1775048,10000,114,85.55478882789612,116.88416436999476,80.9646954536438,123.51062329043754
15000000,1kds,False,3,20,8,191840,1000,120,17.554314136505127,56.96605359935123,14.453016996383669,69.189706221906
15000000,10kds,False,3,20,8,1775840,10000,120,84.44768261909485,118.41651173668625,79.82662916183472,125.27148026915587
16000000,1kds,False,3,21,8,192632,1000,126,16.95225214958191,58.98921224013665,13.827128171920776,72.32159762796836
16000000,10kds,False,3,21,8,1776632,10000,126,88.11712193489075,113.4853224937254,83.45188117027283,119.82953361586046
17000000,1kds,False,3,22,8,193424,1000,132,16.58389949798584,60.29944887940576,13.411574125289915,74.56246303812478
17000000,10kds,False,3,22,8,1777424,10000,132,78.82365465164185,126.86547006979848,74.38938307762146,134.42778507203803
18000000,1kds,False,3,23,8,194216,1000,138,17.648006677627563,56.66362316531211,14.494767427444458,68.99041360998973
18000000,10kds,False,3,23,8,1778216,10000,138,82.00141286849976,121.94911831624584,77.20154142379761,129.53109245714452
19000000,1kds,False,3,24,8,195008,1000,144,16.501033306121826,60.60226541261531,13.417747259140016,74.528158914218
19000000,10kds,False,3,24,8,1779008,10000,144,82.17423605918884,121.6926433340634,77.52980542182922,128.98265313051346
1a000000,1kds,False,3,25,8,195800,1000,150,16.812982320785522,59.47784758946197,13.633755683898926,73.3473610049336
1a000000,10kds,False,3,25,8,1779800,10000,150,85.51362824440002,116.9404246469318,79.93391633033752,125.10334109833518
1b000000,1kds,False,3,26,8,196592,1000,156,16.81043529510498,59.48685934927511,13.643600463867188,73.29443592608374
1b000000,10kds,False,3,26,8,1780592,10000,156,77.81597375869751,128.50831926886087,73.17294263839722,136.66253726350126
1c000000,1kds,False,3,27,8,197384,1000,162,17.168544054031372,58.24605725755693,13.66310977935791,73.18978008292007
1c000000,10kds,False,3,27,8,1781384,10000,162,77.41150617599487,129.1797627250014,72.67164778709412,137.6052463994895
1d000000,1kds,False,3,28,8,198176,1000,168,16.939417123794556,59.03390846874621,13.64785099029541,73.27160889366911
1d000000,10kds,False,3,28,8,1782176,10000,168,74.78281164169312,133.7205673398989,70.07729244232178,142.69957715947228
1e000000,1kds,False,3,29,8,198968,1000,174,16.534467220306396,60.47972315502702,13.3460853099823,74.92833866812187
1e000000,10kds,False,3,29,8,1782968,10000,174,77.06059885025024,129.7680027043746,72.45657753944397,138.01369509284635
1f000000,1kds,False,3,30,8,199760,1000,180,16.93389368057251,59.053163959996674,13.708357095718384,72.94820181714819
1f000000,10kds,False,3,30,8,1783760,10000,180,76.53471636772156,130.6596597543215,71.89144396781921,139.0986110179718
20000000,1kds,False,3,31,8,200552,1000,186,17.198766231536865,58.14370557385272,13.97903537750244,71.53569420171713
20000000,10kds,False,3,31,8,1784552,10000,186,80.92738819122314,123.567561285569,76.45443058013916,130.79686715497866
21000000,1kds,False,3,32,8,201344,1000,192,16.815633058547974,59.46847177969699,13.576511144638062,73.65662572265057
21000000,10kds,False,3,32,8,1785344,10000,192,74.68809247016907,133.89015128474554,70.15193152427673,142.5477500436236
22000000,1kds,False,3,33,8,202136,1000,198,17.083168268203735,58.53715097223872,13.948886632919312,71.69030950757062
22000000,10kds,False,3,33,8,1786136,10000,198,80.00259566307068,124.99594440803894,75.28337693214417,132.83144842205192
23000000,1kds,False,3,34,8,201608,1000,194,17.496647357940674,57.15380664320015,14.326026439666748,69.80302627608874
23000000,10kds,False,3,34,8,1786928,10000,204,77.86224126815796,128.43195671134035,73.35180282592773,136.32930091345062
24000000,1kds,False,3,35,8,200420,1000,185,17.120545864105225,58.409352595269205,13.7828266620636,72.55405763408748
24000000,10kds,False,3,35,8,1787720,10000,210,77.49598550796509,129.0389422684636,72.6408143043518,137.66365500945264
25000000,1kds,False,3,36,8,199232,1000,176,16.933668613433838,59.05394884169865,13.821614027023315,72.3504503920346
25000000,10kds,False,3,36,8,1788512,10000,216,75.50246024131775,132.4460152429262,70.92431378364563,140.9953719186479
26000000,1kds,False,3,37,8,198044,1000,167,17.141621589660645,58.33753794933687,13.974640130996704,71.55819331489846
26000000,10kds,False,3,37,8,1789304,10000,222,84.82352256774902,117.89182643308575,79.95218706130981,125.07475239334842
27000000,1kds,False,3,38,8,196856,1000,158,17.424604415893555,57.39011205831836,14.147114276885986,70.68579361331889
27000000,10kds,False,3,38,8,1790096,10000,228,77.66530513763428,128.75762198163696,73.05947923660278,136.87477798212942
03000000,1kds,False,3,39,8,195668,1000,149,19.06093454360962,52.46332480246939,14.079155683517456,71.026986452796
03000000,10kds,False,3,39,8,1790888,10000,234,74.1265618801117,134.90440870808848,69.37606000900269,144.14194174045537
04000000,1kds,False,3,40,8,194480,1000,140,16.96426033973694,58.94745659246979,13.737413883209229,72.79390491555807
04000000,10kds,False,3,40,8,1791680,10000,240,75.23878192901611,132.9101793465301,70.58935451507568,141.6644204879974
